Uniprot ID TF,Uniprot ID target,NCBI Gene ID TF,NCBI Gene ID target,Protein name TF,Protein name target,Detection method,Publication (pubmed),Organism,Source database
X2JCQ6,Q7KMQ5,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
X2JCQ6,A0A0B4KI27,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
X2JCQ6,H1UUD2,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
X2JCQ6,Q7JMW3,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
X2JCQ6,B8A405,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
X2JCQ6,Q8I0T0,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
X2JCQ6,Q7KRU8,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9VSY7,Q7KMQ5,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9VSY7,A0A0B4KI27,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9VSY7,H1UUD2,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9VSY7,Q7JMW3,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9VSY7,B8A405,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9VSY7,Q8I0T0,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9VSY7,Q7KRU8,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q1LZ06,Q7KMQ5,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q1LZ06,A0A0B4KI27,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q1LZ06,H1UUD2,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q1LZ06,Q7JMW3,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q1LZ06,B8A405,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q1LZ06,Q8I0T0,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q1LZ06,Q7KRU8,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9GRX2,Q7KMQ5,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9GRX2,A0A0B4KI27,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9GRX2,H1UUD2,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9GRX2,Q7JMW3,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9GRX2,B8A405,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9GRX2,Q8I0T0,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9GRX2,Q7KRU8,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9NFS1,Q7KMQ5,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9NFS1,A0A0B4KI27,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9NFS1,H1UUD2,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9NFS1,Q7JMW3,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9NFS1,B8A405,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9NFS1,Q8I0T0,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q9NFS1,Q7KRU8,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q95TF7,Q7KMQ5,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q95TF7,A0A0B4KI27,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q95TF7,H1UUD2,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q95TF7,Q7JMW3,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q95TF7,B8A405,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q95TF7,Q8I0T0,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q95TF7,Q7KRU8,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
A8JNP3,Q7KMQ5,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
A8JNP3,A0A0B4KI27,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
A8JNP3,H1UUD2,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
A8JNP3,Q7JMW3,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
A8JNP3,B8A405,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
A8JNP3,Q8I0T0,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
A8JNP3,Q7KRU8,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q494H3,Q7KMQ5,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q494H3,A0A0B4KI27,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q494H3,H1UUD2,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q494H3,Q7JMW3,-,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q494H3,B8A405,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q494H3,Q8I0T0,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q494H3,Q7KRU8,-,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q8IQC5,Q7KMQ5,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q8IQC5,A0A0B4KI27,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q8IQC5,H1UUD2,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q8IQC5,Q7JMW3,39089,-,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q8IQC5,B8A405,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q8IQC5,Q8I0T0,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
Q8IQC5,Q7KRU8,39089,46415,MTF-1,Fer1HCH,electrophoretic mobility shift assay,16973896,Drosophila melanogaster,REDfly
P22816,P56721,42799,45318,nau,kn,experimental interaction detection,20056681,Drosophila melanogaster,REDfly
P39768,P32030,40605,33607,opa,slp1,electrophoretic mobility shift assay,20403347,Drosophila melanogaster,REDfly
Q8IMA8,P20009,43769,37973,pan,Dll,experimental interaction detection,18194655,Drosophila melanogaster,REDfly
P91943,P20009,43769,37973,pan,Dll,experimental interaction detection,18194655,Drosophila melanogaster,REDfly
Q8IMA8,P07713,43769,33432,pan,dpp,electrophoretic mobility shift assay,10934014;18068697,Drosophila melanogaster,REDfly
P91943,P07713,43769,33432,pan,dpp,electrophoretic mobility shift assay,10934014;18068697,Drosophila melanogaster,REDfly
Q8MQX3,O96967,-,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q8MQX3,Q9VKE2,-,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9BPQ9,O96967,-,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9BPQ9,Q9VKE2,-,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9GSE0,O96967,-,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9GSE0,Q9VKE2,-,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9VIX3,O96967,35215,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9VIX3,Q9VKE2,35215,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q2PDT4,O96967,35215,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q2PDT4,Q9VKE2,35215,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q8INW7,O96967,35215,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q8INW7,Q9VKE2,35215,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
D3DMM0,O96967,35215,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
D3DMM0,Q9VKE2,35215,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q966T5,O96967,35215,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q966T5,Q9VKE2,35215,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9VIX2,O96967,35215,-,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q9VIX2,Q9VKE2,35215,34604,Pax,Crys,electrophoretic mobility shift assay,19718746,Drosophila melanogaster,REDfly
Q8IQ98,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q8IQ98,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
M9PEP3,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
M9PEP3,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q86P99,P06754,-,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q86P99,P49455,-,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
M9PEX4,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
M9PEX4,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
M9PBV3,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
M9PBV3,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q8IQ99,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q8IQ99,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q7KKI2,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q7KKI2,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TVS7,P06754,-,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TVS7,P49455,-,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q8SZT1,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q8SZT1,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TVY0,P06754,-,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TVY0,P49455,-,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TW49,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TW49,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TVQ4,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q9TVQ4,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q24217,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q24217,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q5U8V5,P06754,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q5U8V5,P49455,45588,41852,Pdp1,Tm1,experimental interaction detection,9409684,Drosophila melanogaster,REDfly
Q8ST83,P05527,43819,36239,pho,inv,electrophoretic mobility shift assay,19948883,Drosophila melanogaster,REDfly
P52168,Q24248,44849,39439,pnr,ara,experimental interaction detection,17329358,Drosophila melanogaster,REDfly
P52168,P54269,44849,39440,pnr,caup,experimental interaction detection,17329358,Drosophila melanogaster,REDfly
P51023,Q24248,42757,39439,pnt,ara,experimental interaction detection,17329358,Drosophila melanogaster,REDfly
P51023,P48987,42757,40975,pnt,ato,electrophoretic mobility shift assay,15525530,Drosophila melanogaster,REDfly
P51023,P54269,42757,39440,pnt,caup,experimental interaction detection,17329358,Drosophila melanogaster,REDfly
P51023,P91654,42757,-,pnt,dap,electrophoretic mobility shift assay,17296729,Drosophila melanogaster,REDfly
P51023,P91668,42757,-,pnt,dap,electrophoretic mobility shift assay,17296729,Drosophila melanogaster,REDfly
P51023,Q8SZG6,42757,-,pnt,dap,electrophoretic mobility shift assay,17296729,Drosophila melanogaster,REDfly
P51023,Q5BHZ7,42757,-,pnt,dap,electrophoretic mobility shift assay,17296729,Drosophila melanogaster,REDfly
P51023,Q7JNL9,42757,36001,pnt,dap,electrophoretic mobility shift assay,17296729,Drosophila melanogaster,REDfly
P51023,Q02936,42757,42737,pnt,hh,electrophoretic mobility shift assay,16207753,Drosophila melanogaster,REDfly
P51023,P29617,42757,41363,pnt,pros,electrophoretic mobility shift assay,11051550,Drosophila melanogaster,REDfly
Q94527,Q24395,41087,36708,Rel,Mtk,electrophoretic mobility shift assay,14731391,Drosophila melanogaster,REDfly
Q9N658,P20350,45328,38168,sens,rho,electrophoretic mobility shift assay,18694568,Drosophila melanogaster,REDfly
P32030,P22809,33607,42537,slp1,bap,DNase I footprinting,15750188,Drosophila melanogaster,REDfly
P32030,P20009,33607,37973,slp1,Dll,electrophoretic mobility shift assay,15470419,Drosophila melanogaster,REDfly
P32030,Q24475,33607,40015,slp1,rpr,electrophoretic mobility shift assay,19282966,Drosophila melanogaster,REDfly
Q27350,P48987,35662,40975,so,ato,electrophoretic mobility shift assay,18083159;17108002,Drosophila melanogaster,REDfly
Q27350,O18381,35662,43812,so,ey,experimental interaction detection,15901665,Drosophila melanogaster,REDfly
Q27350,Q02936,35662,42737,so,hh,experimental interaction detection;electrophoretic mobility shift assay,15901665,Drosophila melanogaster,REDfly
Q27350,Q27350,35662,35662,so,so,experimental interaction detection,15901665,Drosophila melanogaster,REDfly
P52172,C0HKQ7,41944,43596;43597,srp,CecA1,electrophoretic mobility shift assay,14731391,Drosophila melanogaster,REDfly
P52172,Q24395,41944,36708,srp,Mtk,electrophoretic mobility shift assay,14731391,Drosophila melanogaster,REDfly
P52172,Q7K2W6,41944,37044,srp,PPO1,experimental interaction detection,17417793,Drosophila melanogaster,REDfly
Q24151,P16241,42428,38752,Stat92E,vvl,experimental interaction detection,20171201,Drosophila melanogaster,REDfly
P28159,P16554,34881,34263,Su(H),numb,electrophoretic mobility shift assay,21148185,Drosophila melanogaster,REDfly
P28159,P40657,34881,36575,Su(H),Sox15,electrophoretic mobility shift assay,19232522,Drosophila melanogaster,REDfly
Q8IM96,P20350,43825,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
Q59DP0,P20350,43825,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
D1YSG9,P20350,43825,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
Q59DN9,P20350,43825,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
Q59DN8,P20350,43825,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
Q59DN7,P20350,43825,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
O16804,P20350,-,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
O16117,P20350,43825,38168,sv,rho,electrophoretic mobility shift assay,22438572,Drosophila melanogaster,REDfly
O15945,Q7JUW8,41084,36250,tgo,Dmel\CG13196,experimental interaction detection,17652079,Drosophila melanogaster,REDfly
P22711,P22809,42536,42537,tin,bap,DNase I footprinting,15750188,Drosophila melanogaster,REDfly
P22711,P20009,42536,37973,tin,Dll,electrophoretic mobility shift assay,12408801;15470419,Drosophila melanogaster,REDfly
P22711,Q9VL05,42536,34379,tin,Hand,electrophoretic mobility shift assay,15975941,Drosophila melanogaster,REDfly
P22711,P56721,42536,45318,tin,kn,experimental interaction detection,20056681,Drosophila melanogaster,REDfly
P22711,Q9VL32,42536,-,tin,Sur,electrophoretic mobility shift assay,17433632;16882722,Drosophila melanogaster,REDfly
P22711,P08953,42536,43222,tin,Tl,experimental interaction detection,15870289,Drosophila melanogaster,REDfly
P92031,Q9VL05,-,34379,tup,Hand,electrophoretic mobility shift assay,17371844,Drosophila melanogaster,REDfly
Q9Y0Z9,Q9VL05,35147,34379,tup,Hand,electrophoretic mobility shift assay,17371844,Drosophila melanogaster,REDfly
Q9VJ37,Q9VL05,35147,34379,tup,Hand,electrophoretic mobility shift assay,17371844,Drosophila melanogaster,REDfly
P83949,P07713,42034,33432,Ubx,dpp,one hybrid;electrophoretic mobility shift assay;inferred by curator;DNase I footprinting,7906203;16403493;1673656;22037703;7915199;7821226,Drosophila melanogaster,ORegAnno;REDfly
P83949,P56721,42034,45318,Ubx,kn,DNase I footprinting,15753212,Drosophila melanogaster,REDfly
P83949,P39770,42034,34569,Ubx,salm,inferred by curator;DNase I footprinting,12070087,Drosophila melanogaster,ORegAnno;REDfly
M9NES1,P06602,32994,36039,zld,eve,electrophoretic mobility shift assay,21865322,Drosophila melanogaster,REDfly
X2BZL0,P06602,32994,36039,zld,eve,electrophoretic mobility shift assay,21865322,Drosophila melanogaster,REDfly
Q7YU17,P06602,-,36039,zld,eve,electrophoretic mobility shift assay,21865322,Drosophila melanogaster,REDfly
Q9VWC6,P06602,32994,36039,zld,eve,electrophoretic mobility shift assay,21865322,Drosophila melanogaster,REDfly
P22808,M9PI02,31003,32846,vnd,Bx,DNase I footprinting,15870192,Drosophila melanogaster,REDfly
P22808,M9PHX4,31003,32846,vnd,Bx,DNase I footprinting,15870192,Drosophila melanogaster,REDfly
P22808,Q8IQX7,31003,32846,vnd,Bx,DNase I footprinting,15870192,Drosophila melanogaster,REDfly
P22808,O77284,31003,32846,vnd,Bx,DNase I footprinting,15870192,Drosophila melanogaster,REDfly
P22808,P22808,31003,31003,vnd,vnd,DNase I footprinting,15870192,Drosophila melanogaster,REDfly
P16241,P40657,38752,36575,vvl,Sox15,electrophoretic mobility shift assay,19232522,Drosophila melanogaster,REDfly
P16241,P16241,38752,38752,vvl,vvl,electrophoretic mobility shift assay;inferred by curator;DNase I footprinting,20457811;8657157,Drosophila melanogaster,ORegAnno;REDfly
P09089,Q10714,40828,34805,zen,Ance,electrophoretic mobility shift assay;inferred by curator;DNase I footprinting,9053307;15728670,Drosophila melanogaster,ORegAnno;REDfly
P09089,Q9VD99,40828,-,zen,C15,DNase I footprinting,17092951,Drosophila melanogaster,REDfly
P09089,Q7JQ85,40828,-,zen,C15,DNase I footprinting,17092951,Drosophila melanogaster,REDfly
P09089,Q7KS72,40828,42544,zen,C15,DNase I footprinting,17092951,Drosophila melanogaster,REDfly
P29555,P02833,42037,40835,abd-A,Antp,inferred by curator;DNase I footprinting,8096172;3215512,Drosophila melanogaster,ORegAnno;REDfly
P29555,P20009,42037,37973,abd-A,Dll,inferred by curator;DNase I footprinting,1358457,Drosophila melanogaster,ORegAnno;REDfly
P29555,P07713,42037,33432,abd-A,dpp,inferred by curator;DNase I footprinting,7906203;7821226,Drosophila melanogaster,ORegAnno;REDfly
P29555,P22265,42037,35430,abd-A,tsh,inferred by curator;DNase I footprinting,7555708,Drosophila melanogaster,ORegAnno;REDfly
P09087,P18488,47763,41697,Abd-B,ems,inferred by curator;DNase I footprinting,9491376,Drosophila melanogaster,ORegAnno;REDfly
P05552,P00334,47082,3771877,Adf1,Adh,DNase I footprinting,2105454,Drosophila melanogaster,REDfly
P05552,P02833,47082,40835,Adf1,Antp,inferred by curator;DNase I footprinting,2318884,Drosophila melanogaster,ORegAnno;REDfly
P05552,P05031,47082,35190,Adf1,Ddc,DNase I footprinting,2318884,Drosophila melanogaster,REDfly
P05552,P07713,47082,33432,Adf1,dpp,inferred by curator;DNase I footprinting,7791801,Drosophila melanogaster,ORegAnno;REDfly
P39413,P00334,40370,3771877,Aef1,Adh,DNase I footprinting,1547943;9463385,Drosophila melanogaster,REDfly
P39413,P02843,40370,31939,Aef1,Yp1,inferred by curator;DNase I footprinting,1547943,Drosophila melanogaster,ORegAnno;REDfly
P02833,P02833,40835,40835,Antp,Antp,inferred by curator;DNase I footprinting,2903553,Drosophila melanogaster,ORegAnno;REDfly
P02833,P22265,40835,35430,Antp,tsh,inferred by curator;DNase I footprinting,7555708,Drosophila melanogaster,ORegAnno;REDfly
P29673,P18168,35509,43275,ap,Ser,inferred by curator;DNase I footprinting,14701680,Drosophila melanogaster,ORegAnno;REDfly
Q24248,P10084,39439,30982,ara,sc,DNase I footprinting,8620542,Drosophila melanogaster,REDfly
Q9W0K7,Q9W0K7,38116,38116,bab1,bab1,inferred by curator;DNase I footprinting,12954775,Drosophila melanogaster,ORegAnno;REDfly
Q9W0K7,Q9W0K4,38116,44254,bab1,bab2,DNase I footprinting,12954775,Drosophila melanogaster,REDfly
P22809,P08841,42537,37888,bap,betaTub60D,inferred by curator;DNase I footprinting,12175492,Drosophila melanogaster,ORegAnno;REDfly
P09081,P18488,40830,41697,bcd,ems,inferred by curator;DNase I footprinting,11731230,Drosophila melanogaster,ORegAnno;REDfly
P09081,P06602,40830,36039,bcd,eve,inferred by curator;DNase I footprinting,2026328;1327756,Drosophila melanogaster,ORegAnno;REDfly
P09081,P14003,40830,38995,bcd,h,inferred by curator;DNase I footprinting,9507113;9250684,Drosophila melanogaster,ORegAnno;REDfly
P09081,P05084,40830,41032,bcd,hb,inferred by curator;DNase I footprinting,2911348;8620846;2502714,Drosophila melanogaster,ORegAnno;REDfly
P09081,P10734,40830,40287,bcd,kni,inferred by curator;DNase I footprinting,7617036,Drosophila melanogaster,ORegAnno;REDfly
P09081,P07247,40830,38012,bcd,Kr,inferred by curator;DNase I footprinting,1348871;2065664,Drosophila melanogaster,ORegAnno;REDfly
P09081,P39770,40830,34569,bcd,salm,inferred by curator;DNase I footprinting,9376314,Drosophila melanogaster,ORegAnno;REDfly
Q7JN06,Q07152,36645,43873,BEAF-32,ras,inferred by curator;DNase I footprinting,9819433,Drosophila melanogaster,ORegAnno;REDfly
Q94513,Q07152,36645,43873,BEAF-32,ras,inferred by curator;DNase I footprinting,9819433,Drosophila melanogaster,ORegAnno;REDfly
Q9VS05,P08841,38766,37888,bin,betaTub60D,inferred by curator;DNase I footprinting,12175492,Drosophila melanogaster,ORegAnno;REDfly
Q9VS05,P07713,38766,33432,bin,dpp,inferred by curator;DNase I footprinting,11691840,Drosophila melanogaster,ORegAnno;REDfly
E1JJB2,P05031,44505,35190,br,Ddc,DNase I footprinting,8582299;12464428,Drosophila melanogaster,REDfly
M9MSM6,P05031,44505,35190,br,Ddc,DNase I footprinting,8582299;12464428,Drosophila melanogaster,REDfly
D8FT05,P05031,44505,35190,br,Ddc,DNase I footprinting,8582299;12464428,Drosophila melanogaster,REDfly
Q9W572,P05031,44505,35190,br,Ddc,DNase I footprinting,8582299;12464428,Drosophila melanogaster,REDfly
Q8IRX4,P05031,44505,35190,br,Ddc,DNase I footprinting,8582299;12464428,Drosophila melanogaster,REDfly
E1JJB2,Q24075,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
E1JJB2,Q24058,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
E1JJB2,Q9VUT0,44505,39708,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
M9MSM6,Q24075,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
M9MSM6,Q24058,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
M9MSM6,Q9VUT0,44505,39708,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
D8FT05,Q24075,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
D8FT05,Q24058,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
D8FT05,Q9VUT0,44505,39708,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
Q9W572,Q24075,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
Q9W572,Q24058,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
Q9W572,Q9VUT0,44505,39708,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
Q8IRX4,Q24075,44505,-,br,Eig71Eg,DNase I footprinting,8954742,Drosophila melanogaster,REDfly
